timestamp,container_id,name,cpu_perc,mem_usage,mem_perc,net_io,block_io,pids
20250618_132111,ec39dfa29337,spark-worker-5,50.76%,2.808GiB / 10GiB,28.08%,4.82GB / 4.64GB,0B / 0B,78
20250618_132111,82e8dc373feb,spark-master,1.32%,805.2MiB / 4GiB,19.66%,39.1MB / 62MB,0B / 0B,111
20250618_132118,8896faf2c28a,spark-worker-3,203.57%,2.988GiB / 10GiB,29.88%,4.62GB / 4.87GB,0B / 0B,78
20250618_132118,bd3eccc510a1,spark-worker-2,194.24%,3.277GiB / 10GiB,32.77%,4.86GB / 4.67GB,0B / 0B,77
20250618_132118,72ea5f833e39,spark-worker-1,174.22%,3.221GiB / 10GiB,32.21%,4.81GB / 4.9GB,0B / 0B,77
20250618_132118,d9db3658c991,spark-worker-4,198.43%,2.881GiB / 10GiB,28.81%,4.83GB / 4.81GB,0B / 0B,77
20250618_132118,ec39dfa29337,spark-worker-5,193.73%,2.776GiB / 10GiB,27.76%,4.87GB / 4.7GB,0B / 0B,77
20250618_132118,82e8dc373feb,spark-master,0.70%,805.3MiB / 4GiB,19.66%,39.3MB / 62MB,0B / 0B,111
20250618_132126,8896faf2c28a,spark-worker-3,197.00%,2.988GiB / 10GiB,29.88%,4.62GB / 4.9GB,0B / 0B,77
20250618_132126,bd3eccc510a1,spark-worker-2,194.08%,3.278GiB / 10GiB,32.78%,4.86GB / 4.68GB,0B / 0B,77
20250618_132126,72ea5f833e39,spark-worker-1,195.02%,3.18GiB / 10GiB,31.80%,4.85GB / 4.9GB,0B / 0B,77
20250618_132126,d9db3658c991,spark-worker-4,68.02%,3.786GiB / 10GiB,37.86%,4.83GB / 4.83GB,0B / 0B,77
20250618_132126,ec39dfa29337,spark-worker-5,182.88%,2.775GiB / 10GiB,27.75%,4.87GB / 4.71GB,0B / 0B,77
20250618_132126,82e8dc373feb,spark-master,0.79%,805.4MiB / 4GiB,19.66%,39.4MB / 62.1MB,0B / 0B,111
20250618_132134,8896faf2c28a,spark-worker-3,23.44%,2.993GiB / 10GiB,29.93%,4.62GB / 4.95GB,0B / 0B,77
20250618_132134,bd3eccc510a1,spark-worker-2,93.05%,3.321GiB / 10GiB,33.21%,4.91GB / 4.73GB,0B / 0B,77
20250618_132134,72ea5f833e39,spark-worker-1,196.00%,3.18GiB / 10GiB,31.80%,4.85GB / 4.95GB,0B / 0B,77
20250618_132134,d9db3658c991,spark-worker-4,201.42%,3.771GiB / 10GiB,37.71%,4.92GB / 4.86GB,0B / 0B,77
20250618_132134,ec39dfa29337,spark-worker-5,198.62%,2.819GiB / 10GiB,28.19%,4.97GB / 4.75GB,0B / 0B,77
20250618_132134,82e8dc373feb,spark-master,1.54%,805.4MiB / 4GiB,19.66%,39.5MB / 62.1MB,0B / 0B,111
20250618_132141,8896faf2c28a,spark-worker-3,197.33%,2.994GiB / 10GiB,29.94%,4.71GB / 4.99GB,0B / 0B,77
20250618_132141,bd3eccc510a1,spark-worker-2,198.23%,3.305GiB / 10GiB,33.05%,4.96GB / 4.77GB,0B / 0B,78
20250618_132141,72ea5f833e39,spark-worker-1,196.90%,3.221GiB / 10GiB,32.21%,4.94GB / 4.99GB,0B / 0B,78
